name,surname,score,working environment
Fenton,Stevens,10,Informatics
Nicholas,Bennett,9,Informatics
Alexia,Morrison,9,Informatics
Lucia,Ryan,9,Informatics
Alan,Higgins,9,Informatics
Heather,Johnson,9,Informatics
Emma,Farrell,9,Informatics
Chelsea,Brooks,9,Informatics
Roman,Gray,9,Informatics
Abigail,Richards,9,Informatics
Amanda,Armstrong,9,Informatics
Chelsea,Thomas,8,Informatics
Blake,Foster,8,Informatics
Chester,Robinson,8,Informatics
Brianna,Spencer,8,Informatics
Patrick,Farrell,7,Informatics
Maddie,Kelley,7,Informatics
Kimberly,Andrews,7,Informatics
Lydia,Hunt,7,Informatics
Emily,Mason,7,Informatics
Adrianna,Barrett,7,Informatics
Dainton,Hall,7,Informatics
Max,Dixon,7,Informatics
Chloe,Dixon,7,Informatics
Elian,Riley,6,Informatics
Eddy,Warren,6,Informatics
Dexter,Campbell,6,Informatics
Sofia,Parker,6,Informatics
Tyler,Andrews,6,Informatics
Alisa,Mitchell,6,Informatics
Tess,Brooks,6,Informatics
Kate,Smith,6,Informatics
Max,Morgan,6,Informatics
Nicole,Armstrong,6,Informatics
Samantha,Richardson,6,Informatics
Owen,Higgins,6,Informatics
Edgar,Harrison,6,Informatics
Preston,Kelley,6,Informatics
Kirsten,Ross,6,Informatics
Vivian,Stevens,6,Informatics
Thomas,Bailey,6,Informatics
Jessica,Kelly,6,Informatics
Alissa,Harper,6,Informatics
Sawyer,Hill,6,Informatics
Natalie,Robinson,6,Informatics
Evelyn,Rogers,6,Informatics
Kristian,Robinson,6,Informatics
Amanda,Warren,6,Informatics
Oliver,Wells,6,Informatics
Freddie,Clark,6,Informatics
Freddie,Higgins,6,Informatics
Amber,Clark,6,Informatics
Amber,Wilson,6,Informatics
Cherry,Ferguson,6,Informatics
Jared,Bennett,6,Informatics
Paige,Holmes,6,Informatics
Robert,Kelly,5,Informatics
Abigail,Wells,5,Informatics
Emily,Crawford,5,Informatics
Alexander,Russell,5,Informatics
Stella,Morrison,5,Informatics
Lily,Douglas,5,Informatics
Owen,Bailey,5,Informatics
Sienna,Ryan,5,Informatics
Gianna,Myers,5,Informatics
Henry,Barnes,5,Informatics
Byron,Edwards,5,Informatics
Aston,Morrison,5,Informatics
Caroline,Smith,5,Informatics
Kevin,Williams,5,Informatics
Julia,Fowler,5,Informatics
Rubie,Ross,5,Informatics
Andrew,Lloyd,5,Informatics
Jenna,Edwards,5,Informatics
Miley,Adams,5,Informatics
April,Hill,5,Informatics
Julia,Carroll,5,Informatics
Anna,Craig,5,Informatics
Derek,Gray,5,Informatics
Martin,Bennett,5,Informatics
Carlos,Johnston,5,Informatics
Ellia,Andrews,5,Informatics
Jasmine,Craig,5,Informatics
Eleanor,Andrews,5,Informatics
Stuart,Tucker,5,Informatics
Rosie,Morrison,5,Informatics
Lucas,Howard,5,Informatics
Belinda,Howard,5,Informatics
Sawyer,Brooks,5,Informatics
Elian,Anderson,5,Informatics
Tyler,Douglas,5,Informatics
Savana,Carroll,5,Informatics
Eddy,Tucker,5,Informatics
Stella,Myers,5,Informatics
Ellia,Lloyd,5,Informatics
Melissa,Casey,5,Informatics
Nicole,Johnston,5,Informatics
Bruce,Sullivan,5,Informatics
Camila,Scott,5,Informatics
